URL;URL_LENGTH;NUMBER_SPECIAL_CHARACTERS;CHARSET;SERVER;CONTENT_LENGTH;WHOIS_COUNTRY;WHOIS_STATEPRO;WHOIS_REGDATE;WHOIS_UPDATED_DATE;TCP_CONVERSATION_EXCHANGE;DIST_REMOTE_TCP_PORT;REMOTE_IPS;APP_BYTES;SOURCE_APP_PACKETS;REMOTE_APP_PACKETS;SOURCE_APP_BYTES;REMOTE_APP_BYTES;APP_PACKETS;DNS_QUERY_TIMES;Type
B0_1300;39;8;UTF-8;GSE;9352;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1338;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1344;39;7;UTF-8;Apache;NA;US;NY;10/07/2002 0:00;18/10/2013 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_138;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;61;52;4;7271;71;68;60586;8017;71;10;0
B0_1380;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1384;39;10;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_155;39;8;UTF-8;nginx;NA;FR;None;4/09/1996 4:00;26/04/2016 9:14;8;0;2;1059;12;11;1506;1361;12;4;0
B0_19;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;16;7;3;2241;22;20;6701;2683;22;6;0
B0_195;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;64;48;8;6413;72;68;58285;7005;72;8;0
B0_2004;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;2;2;1;276;2;4;244;276;2;0;0
B0_2052;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;16;6;4;1224;16;4;244;1224;16;0;0
B0_2079;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;34;24;7;5528;34;22;7472;5528;34;0;0
B0_2103;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;6;2;3;492;6;3;184;492;6;0;0
B0_2121;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;5;3;2;498;5;7;438;498;5;0;0
B0_2136;39;8;UTF-8;Apache;9050;None;None;None;None;22;9;9;1560;22;18;1334;1560;22;0;0
B0_2160;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;22;9;10;1524;22;11;702;1524;22;0;0
B0_2179;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;2;2;1;276;2;4;246;276;2;0;0
B0_2193;39;9;utf-8;ATS;620;US;CA;18/01/1995 0:00;26/08/2015 0:00;3;3;1;366;3;5;306;366;3;0;0
B0_2202;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;18;7;11;1308;18;16;1030;1308;18;0;0
B0_2241;39;9;ISO-8859-1;AmazonS3;889;None;None;15/05/2005 0:00;15/04/2017 0:00;10;4;5;816;10;7;436;816;10;0;0
B0_2244;39;9;ISO-8859-1;nginx;1502;US;Ohio;8/01/2004 0:00;3/01/2017 0:00;8;4;6;684;8;12;762;684;8;0;0
B0_2269;39;9;UTF-8;Apache;NA;None;None;None;None;4;3;2;420;4;5;310;420;4;0;0
B0_2284;39;10;UTF-8;cloudflare-nginx;NA;None;None;None;None;3;3;1;366;3;4;244;366;3;0;0
B0_2285;39;10;utf-8;cloudflare-nginx;NA;US;Arizona;10/11/2009 0:00;21/04/2015 0:00;12;5;5;912;12;4;244;912;12;0;0
B0_2291;39;7;iso-8859-1;Apache;340;CA;ON;26/11/1996 0:00;2/11/2016 0:00;11;5;5;894;11;10;634;894;11;0;0
B0_2297;39;9;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;9;8;6;714;9;11;788;714;9;0;0
B0_233;39;9;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;25;11;4;3771;33;32;11756;4385;33;8;0
B0_253;39;8;ISO-8859-1;Apache;1002;AT;Austria;1/06/2004 0:00;2/06/2016 0:00;10;2;7;927;14;20;2926;1241;14;4;0
B0_273;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;23;6;10;2679;29;26;7080;3121;29;6;0
B0_345;39;7;ISO-8859-1;cloudflare-nginx;NA;None;None;2/08/2010 0:00;4/05/2016 0:00;28;6;13;2721;30;29;15626;2879;30;2;0
B0_356;39;9;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;63;54;5;6884;73;70;57005;7630;73;10;0
B0_389;39;7;utf-8;Apache/2.2.15 (CentOS);431;KY;GRAND CAYMAN;24/08/2003 0:00;27/02/2017 0:00;9;0;1;865;11;12;19264;1045;11;2;0
B0_392;39;9;ISO-8859-1;nginx;1500;US;Ohio;8/01/2004 0:00;3/01/2017 0:00;40;11;12;6028;46;46;20061;6502;46;6;0
B0_393;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;44;36;6;5129;52;68;59068;5721;52;8;0
B0_471;39;9;ISO-8859-1;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;38;33;1;6419;48;47;29141;7171;48;10;0
B0_480;39;6;ISO-8859-1;nginx/1.10.0 (Ubuntu);NA;LV;RIX;19/07/2010 0:00;20/07/2016 0:00;71;67;7;7582;79;73;82537;8282;79;8;0
B0_50;39;8;us-ascii;Microsoft-HTTPAPI/2.0;324;TR;TR;28/10/2008 0:00;3/04/2016 0:00;12;6;9;1063;14;16;1287;1213;14;2;0
B0_523;39;8;ISO-8859-1;nginx/1.8.1;NA;US;nj;24/06/2003 0:00;22/08/2016 0:00;24;13;8;2750;30;32;9290;3190;30;6;0
B0_606;39;9;us-ascii;cloudflare-nginx;NA;US;Arizona;10/06/2005 0:00;4/06/2015 0:00;23;17;8;1970;27;26;2183;2262;27;4;0
B0_61;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;69;60;5;8450;81;80;68036;9350;81;12;0
B0_631;39;9;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;64;56;5;7076;74;71;63630;7822;74;10;0
B0_632;39;10;UTF-8;Apache/2.2.22 (Debian);8507;US;Arizona;28/02/2008 0:00;24/04/2017 0:00;13;3;7;1313;17;18;1612;1605;17;4;0
B0_644;39;9;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;62;50;5;6269;70;65;54988;6861;70;8;0
B0_666;39;10;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;57;49;5;5951;65;64;56509;6543;65;8;0
B0_710;39;9;ISO-8859-1;nginx/1.11.10;121211;US;GA;22/09/1993 0:00;15/02/2017 0:00;35;0;2;3234;38;38;129083;3384;38;2;0
B0_742;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;60;51;4;6503;69;66;58109;7095;69;8;0
B0_795;39;9;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_820;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_830;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_839;39;8;ISO-8859-1;Squeegit/1.2.5 (3_sir);NA;US;MA;29/09/1994 0:00;29/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_841;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_85;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;66;56;7;8252;78;77;61807;9152;78;12;0
B0_854;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_865;39;9;UTF-8;Apache;58;PA;Panama;7/11/2016 0:00;7/11/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_870;39;8;UTF-8;Apache/2;1007;PA;Panama;30/07/2009 4:01;19/04/2017 10:41;0;0;0;0;0;0;0;0;0;0;0
B0_876;39;7;UTF-8;Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB;NA;DE;None;10/01/2007 15:27;9/01/2017 16:53;0;0;0;0;0;0;0;0;0;0;0
B0_900;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_902;39;8;utf-8;YouTubeFrontEnd;NA;None;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_915;39;9;ISO-8859-1;nginx/1.12.0;NA;CA;SK;19/10/2005 0:00;18/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_948;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_988;39;8;utf-8;YouTubeFrontEnd;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
M0_126;40;13;UTF-8;nginx;637;None;None;None;None;12;1;5;1340;16;12;964;1622;16;4;1
M0_139;40;13;UTF-8;nginx;640;None;None;None;None;12;1;4;1325;18;14;2091;1749;18;6;1
M0_143;40;13;UTF-8;nginx;643;None;None;None;None;11;1;4;1266;15;12;960;1548;15;4;1
M0_158;40;11;UTF-8;nginx;667;None;None;None;None;21;1;5;2383;29;25;3786;2983;29;8;1
M0_160;40;11;UTF-8;nginx;667;None;None;None;None;19;1;5;2243;25;22;3021;2691;25;6;1
M0_39;40;10;utf-8;Apache;3016;None;None;None;None;11;0;2;1285;17;18;2462;1741;17;6;1
M0_45;40;9;ISO-8859-1;Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch;2516;US;Utah;24/05/2000 0:00;25/05/2016 0:00;19;0;2;2610;25;22;7715;3074;25;6;1
B0_1011;40;9;UTF-8;Apache-Coyote/1.1;NA;US;ca;14/05/1999 0:00;28/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1017;40;9;UTF-8;mw2239.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;0;0;0;0;0;0
B0_1033;40;7;UTF-8;GSE;7283;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1075;40;10;utf-8;Yippee-Ki-Yay;12513;US;Arizona;13/09/2001 23:03;13/02/2013 1:33;0;0;0;0;0;0;0;0;0;0;0
B0_1116;40;7;UTF-8;Apache;13183;US;CA;22/02/2001 0:00;7/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1142;40;7;UTF-8;GSE;6222;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_116;40;9;UTF-8;Apache;7942;US;CA;2/10/2005 0:00;3/10/2016 0:00;8;0;2;1016;12;14;1612;1324;12;4;0
B0_1195;40;7;utf-8;None;NA;CA;ON;27/08/2002 0:00;1/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1228;40;9;utf-8;cloudflare-nginx;NA;US;CO;28/09/1996 0:00;26/09/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1244;40;8;iso-8859-1;cloudflare-nginx;NA;ES;Alicante;5/06/2006 0:00;24/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1311;40;9;ISO-8859-1;Apache;NA;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1383;40;12;UTF-8;Apache;3013;US;CA;20/10/1998 0:00;4/12/2013 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1415;40;11;utf-8;nginx;NA;US;NY;23/03/1995 0:00;3/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_2010;40;10;UTF-8;mw2165.codfw.wmnet;4692;US;CA;13/01/2001 0:12;12/12/2015 10:16;7;4;3;630;7;5;310;630;7;0;0
B0_2034;40;7;UTF-8;GSE;9433;US;CA;31/07/2000 0:00;29/06/2016 0:00;3;3;1;366;3;5;306;366;3;0;0
B0_2068;40;9;UTF-8;mw2192.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;14;12;5;1092;14;4;244;1092;14;0;0
B0_2148;40;9;us-ascii;Microsoft-HTTPAPI/2.0;324;US;New Jersey;23/04/2002 18:56;20/08/2015 15:58;3;3;1;366;3;5;306;366;3;0;0
B0_222;40;8;UTF-8;Apache/2.2.23 (Amazon);11590;US;New York;26/09/2005 0:00;23/07/2011 0:00;156;17;12;23383;162;206;295213;23877;162;6;0
B0_2275;40;9;iso-8859-1;Apache;230;US;California;4/01/1995 0:00;4/01/2017 0:00;5;3;3;486;5;4;244;486;5;0;0
B0_2323;40;6;utf-8;None;NA;None;None;22/02/1996 0:00;16/01/2015 0:00;12;4;8;924;12;10;642;924;12;0;0
B0_251;40;7;ISO-8859-1;LiteSpeed;618;AU;Vic;30/07/2004 0:00;30/03/2014 0:00;24;6;4;1784;26;27;23886;1950;26;2;0
B0_309;40;8;ISO-8859-1;None;NA;US;ME;5/11/2008 0:00;7/10/2016 0:00;17;3;9;1394;19;20;12358;1546;19;2;0
B0_349;40;9;utf-8;nginx/1.11.3;NA;None;None;1/07/2007 5:40;8/12/2016 14:01;16;11;2;2272;20;26;16035;2576;20;4;0
B0_353;40;9;utf-8;ATS;622;US;CA;18/01/1995 0:00;26/08/2015 0:00;8;1;3;1088;14;13;2036;1524;14;6;0
B0_376;40;9;ISO-8859-1;Apache/2.2.32;NA;US;MO;29/12/2005 0:00;30/09/2015 0:00;21;0;2;2021;23;25;26799;2165;23;2;0
B0_391;40;6;us-ascii;Microsoft-HTTPAPI/2.0;324;US;PA;5/06/2003 0:00;26/11/2014 0:00;22;0;2;1724;24;26;38477;1886;24;2;0
B0_409;40;7;utf-8;None;NA;CA;ON;27/08/2002 0:00;1/06/2016 0:00;76;9;7;8268;84;88;117625;8898;84;8;0
B0_416;40;6;ISO-8859-1;nginx/1.12.0;1108;None;None;17/02/2009 0:00;16/02/2015 0:00;15;10;4;1166;19;19;1626;1538;19;4;0
B0_442;40;9;utf-8;nginx/1.4.6 (Ubuntu);NA;US;CA;2/12/2005 0:00;2/12/2016 0:00;26;1;3;4229;30;36;32381;4517;30;4;0
B0_520;40;9;UTF-8;Microsoft-IIS/7.5;63279;US;OH;8/11/1998 0:00;16/03/2015 0:00;56;4;8;4551;60;59;67881;4843;60;4;0
B0_552;40;8;ISO-8859-1;Apache;15240;None;None;12/02/2002 0:00;16/10/2014 0:00;8;4;1;1325;12;12;2833;1637;12;4;0
B0_562;40;9;utf-8;Apache;65993;US;MO;20/05/1996 0:00;24/10/2016 0:00;24;0;9;2112;28;29;16019;2404;28;4;0
B0_590;40;7;ISO-8859-1;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;48;41;9;6057;56;54;15706;6657;56;8;0
B0_685;40;8;ISO-8859-1;nginx;NA;US;WA;8/04/1996 0:00;18/11/2016 0:00;16;5;5;1615;20;23;25358;1931;20;4;0
B0_697;40;8;UTF-8;nginx;15363;US;NY;8/05/1996 0:00;27/01/2017 0:00;20;5;9;2948;24;27;5557;3248;24;4;0
B0_703;40;6;iso-8859-1;None;411;US;TX;2/03/1999 0:00;1/02/2017 0:00;14;1;3;1981;20;19;6759;2497;20;6;0
B0_765;40;7;UTF-8;GSE;38119;US;CA;31/07/2000 0:00;29/06/2016 0:00;38;1;3;2995;44;37;41717;3531;44;6;0
B0_803;40;9;ISO-8859-1;cloudflare-nginx;NA;US;NJ;17/12/2007 0:00;15/12/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_863;40;9;utf-8;nginx + Phusion Passenger;NA;US;FL;3/06/2000 0:00;5/05/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_976;40;7;UTF-8;GSE;6498;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_980;40;9;utf-8;ATS;622;US;CA;18/01/1995 0:00;26/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
M0_116;41;13;UTF-8;nginx;643;None;None;None;None;9;0;3;1142;13;12;1991;1430;13;4;1
M0_156;41;11;UTF-8;nginx;670;None;None;None;None;15;1;5;1653;21;19;2798;2103;21;6;1
M0_52;41;10;ISO-8859-1;Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch;2516;US;Utah;24/05/2000 0:00;25/05/2016 0:00;24;0;2;4034;30;26;12486;4498;30;6;1
M0_57;41;11;UTF-8;Proxy Pandeiro UOL;27103;BR;None;None;None;22;0;3;2316;26;28;31378;2640;26;4;1
M0_92;41;10;iso-8859-1;nginx/1.8.0;218;None;None;18/07/2005 0:00;18/06/2016 0:00;7;0;1;737;11;10;1162;1047;11;4;1
B0_107;41;6;iso-8859-1;nginx;318;None;None;21/11/2016 0:00;13/01/2017 0:00;8;0;2;1089;14;13;1977;1601;14;6;0
B0_1283;41;8;utf-8;nginx;NA;US;Oregon;30/08/2000 0:00;16/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1296;41;8;utf-8;Apache;65473;US;MO;20/05/1996 0:00;24/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1373;41;9;UTF-8;nginx/1.12.0;NA;US;Pennsylvania;8/09/2007 0:00;9/09/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1378;41;8;us-ascii;Microsoft-HTTPAPI/2.0;324;GB;worcs;25/10/2006 0:00;18/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1425;41;10;utf-8;nginx/1.8.1;NA;US;NY;18/10/1994 0:00;6/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_192;41;9;UTF-8;mw2231.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;2;124;0;0;0;0
B0_2019;41;9;UTF-8;mw2165.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;3;3;1;366;3;4;244;366;3;0;0
B0_2135;41;9;ISO-8859-1;Apache;NA;US;Maine;23/10/1996 0:00;28/02/2017 0:00;7;5;5;630;7;7;442;630;7;0;0
B0_2299;41;9;UTF-8;Apache;7065;US;Arizona;4/11/2003 0:00;4/11/2016 0:00;5;3;3;576;6;8;522;576;6;0;0
B0_238;41;7;ISO-8859-1;openresty/1.11.2.2;10588;US;FL;30/07/2002 0:00;26/06/2014 0:00;20;0;2;1895;22;24;13792;2055;22;2;0
B0_26;41;8;UTF-8;Apache;NA;PA;PANAMA;9/12/2008 0:00;30/11/2016 0:00;8;0;1;1078;12;12;1532;1390;12;4;0
B0_275;41;9;UTF-8;mw2109.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;34;27;3;4891;42;37;37001;5499;42;8;0
B0_30;41;7;iso-8859-1;Apache;281;US;PA;9/03/2010 0:00;18/01/2013 0:00;18;0;3;1868;22;23;18348;2202;22;4;0
B0_364;41;8;us-ascii;Microsoft-IIS/7.5;324;US;Kansas;4/07/2001 23:21;19/04/2017 17:24;10;3;5;1202;14;16;1335;1500;14;4;0
B0_373;41;8;UTF-8;Apache;NA;JP;None;8/03/2016 0:00;27/02/2017 0:00;34;11;4;3699;40;38;27522;4153;40;6;0
B0_390;41;8;UTF-8;Apache;NA;US;VA;23/02/2010 0:00;23/01/2017 0:00;26;0;8;2657;30;35;34427;2991;30;4;0
B0_427;41;10;iso-8859-1;Apache;13;US;Arizona;6/07/2016 14:30;5/09/2016 3:47;8;3;8;552;8;5;420;552;8;0;0
B0_434;41;8;UTF-8;Server;NA;US;WA;5/01/1996 0:00;5/05/2016 0:00;40;12;6;3079;44;53;38924;3359;44;4;0
B0_713;41;8;ISO-8859-1;nginx/0.8.54;NA;None;None;16/01/2016 0:00;13/03/2017 0:00;1;0;1;54;1;2;124;54;1;0;0
B0_731;41;10;utf-8;nginx/1.8.1;NA;US;NY;18/10/1994 0:00;6/10/2016 0:00;10;1;4;1198;16;16;2763;1616;16;6;0
B0_758;41;9;ISO-8859-1;Apache;NA;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;101;41;5;10813;110;101;142735;11423;110;8;0
B0_829;41;10;UTF-8;Apache-Coyote/1.1;9817;GB;London;13/06/1997 0:00;5/11/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_855;41;9;ISO-8859-1;Apache;NA;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_910;41;9;ISO-8859-1;nginx;NA;FR;None;22/07/2005 18:52;21/07/2016 18:54;0;0;0;0;0;0;0;0;0;0;0
M0_128;42;13;UTF-8;nginx;646;None;None;None;None;7;1;5;466;11;10;822;760;11;4;1
M0_154;42;11;UTF-8;nginx;673;None;None;None;None;18;1;4;2185;24;21;2969;2637;24;6;1
M0_155;42;11;UTF-8;nginx;673;None;None;None;None;18;1;5;2185;24;21;2969;2637;24;6;1
M0_40;42;10;utf-8;nginx/1.10.1;NA;None;None;7/04/2002 20:00;None;15;0;3;2124;17;20;12884;2270;17;2;1
M0_47;42;10;ISO-8859-1;Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch;2516;US;Utah;24/05/2000 0:00;25/05/2016 0:00;24;0;2;4035;30;25;12416;4499;30;6;1
M0_48;42;10;ISO-8859-1;Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch;2516;US;Utah;24/05/2000 0:00;25/05/2016 0:00;25;0;2;4101;31;28;12614;4565;31;6;1
M0_50;42;10;ISO-8859-1;Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch;2516;US;Utah;24/05/2000 0:00;25/05/2016 0:00;23;0;2;3969;29;24;12354;4433;29;6;1
M0_53;42;10;ISO-8859-1;Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch;2516;US;Utah;24/05/2000 0:00;25/05/2016 0:00;25;0;2;4101;31;28;12614;4565;31;6;1
M1_3;42;8;ISO-8859-1;Apache;895;US;Arizona;5/03/2013 20:51;5/05/2013 3:46;15;0;6;1980;19;17;5911;2334;19;4;1
B0_104;42;7;utf-8;Apache/2.4.6;NA;US;FL;24/05/2004 0:00;16/03/2017 0:00;51;11;7;4601;57;55;45279;5103;57;6;0
B0_1131;42;8;utf-8;Apache/2.4.25;NA;IN;Karnataka;30/01/2006 0:00;14/04/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1139;42;7;utf-8;nginx/1.10.1;NA;CA;BC;19/12/1997 0:00;5/11/2012 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1236;42;10;UTF-8;nginx;NA;US;Arizona;30/11/2006 0:00;17/04/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1257;42;8;UTF-8;Apache;7289;CA;ON;14/04/1999 0:00;8/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1260;42;8;UTF-8;Apache/2.4.25;4974;CA;Quebec;27/05/2008 0:00;27/05/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1266;42;10;utf-8;cloudflare-nginx;NA;US;Arizona;10/11/2009 0:00;21/04/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1268;42;9;UTF-8;mw2225.codfw.wmnet;4691;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;0;0;0;0;0;0
B0_1303;42;8;utf-8;nginx/1.1.19;NA;US;CA;9/12/1996 0:00;9/10/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1351;42;11;UTF-8;nginx;NA;US;Arizona;8/05/2004 20:53;4/04/2014 15:11;0;0;0;0;0;0;0;0;0;0;0
B0_1375;42;10;ISO-8859-1;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1422;42;9;ISO-8859-1;nginx;1505;US;Ohio;8/01/2004 0:00;3/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_146;42;9;UTF-8;Apache;7509;None;None;16/08/1999 0:00;17/08/2013 0:00;7;0;2;985;13;12;1496;1433;13;6;0
B0_2112;42;9;ISO-8859-1;Apache-Coyote/1.1;5127;US;CA;4/08/1995 0:00;26/01/2017 0:00;4;3;2;432;4;5;310;432;4;0;0
B0_2172;42;7;ISO-8859-1;Apache;NA;US;Indiana;18/07/2002 0:00;10/07/2013 0:00;6;4;4;528;6;8;612;528;6;0;0
B0_2185;42;9;UTF-8;nginx;NA;None;None;23/11/1994 0:00;19/08/2015 0:00;6;5;2;540;6;7;473;540;6;0;0
B0_2218;42;8;UTF-8;nginx;NA;AU;NEW SOUTH WALES;30/08/2015 0:00;8/03/2017 0:00;5;3;3;498;5;6;376;498;5;0;0
B0_2231;42;9;us-ascii;None;324;None;None;11/10/2000 0:00;2/07/2014 0:00;8;8;3;636;8;6;364;636;8;0;0
B0_291;42;8;UTF-8;Apache;NA;UK;UK;27/02/1996 0:00;27/01/2016 0:00;33;0;5;2706;37;35;41737;2982;37;4;0
B0_314;42;8;UTF-8;Apache/2.2.15 (CentOS);2766;None;None;30/04/2009 0:00;5/01/2017 0:00;33;4;9;3088;41;34;12104;3720;41;8;0
B0_328;42;8;utf-8;None;NA;US;CA;22/02/1996 0:00;16/01/2015 0:00;28;20;2;2780;32;36;27390;3064;32;4;0
B0_33;42;9;ISO-8859-1;Apache;NA;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;15;6;10;950;17;18;1327;1110;17;2;0
B0_363;42;7;utf-8;openresty/1.11.2.1;NA;US;IL;27/11/2006 0:00;2/03/2017 0:00;19;15;3;2864;23;26;10465;3168;23;4;0
B0_510;42;9;UTF-8;Apache/2.2.22 (Debian);10561;JP;6110021;13/02/2017 0:00;28/02/2017 0:00;15;4;4;1540;19;21;25529;1844;19;4;0
B0_518;42;9;UTF-8;Apache/2.2.22 (Debian);8769;SC;Not Applicable;29/09/2015 0:00;24/03/2017 0:00;5;0;3;334;7;6;412;474;7;2;0
B0_527;42;7;UTF-8;GSE;12608;US;CA;31/07/2000 0:00;29/06/2016 0:00;71;9;13;7856;77;68;82332;8384;77;6;0
